fecha,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,wave
2020-04-02,16.04470580801514,28.640037689094658,346.23279860944746,659.4278371456807,1098.8250932915405,1412.116763697091,1271.044404623749,1193.867482308845,1383.3403634596884,wave_1
2020-04-03,15.93424308976343,29.53837359857883,348.3837757329783,655.0936094663024,1090.2781677959265,1397.504976404382,1242.3762424772333,1166.796527644134,1437.2221338860843,wave_1
2020-04-04,16.18080442011927,29.79378758889141,350.56461509591963,648.3878081868759,1079.1551067223393,1385.6828263909197,1206.4639956320807,1129.5352747164918,1484.991398308882,wave_1
2020-04-05,15.801190857502649,29.55869779061308,342.204268943099,624.3014344604824,1040.9130054536902,1336.1772148347607,1144.7929807501296,1070.9729798127478,1498.756563272698,wave_1
2020-04-06,15.210282873392314,28.146508513122182,323.0300035588039,583.6427311226655,973.9992453041207,1249.4645891708847,1059.0387351010054,991.004325073695,1471.367973239444,wave_1
2020-04-07,14.832006308659032,27.3349700141848,313.02826240589184,555.4541360948458,925.1783059751576,1182.8532284035368,991.9020070782881,926.4568840542373,1460.9878127789952,wave_1
2020-04-08,13.809288943604432,27.10965981690375,305.57153941901544,533.2839845184416,883.538003443525,1127.92202213868,932.8780612230269,869.3190539749933,1463.5834653727243,wave_1
2020-04-09,13.716127229515854,28.703241551180973,302.7518871653804,519.2150924994718,851.1687746056441,1082.8537641880275,875.3791486132943,816.1626465007149,1478.3082216202033,wave_1
2020-04-10,13.015390817378899,29.459738436801246,298.86573189036477,501.29456062507705,814.003882416577,1031.772153915775,817.0460092380199,766.4728542455266,1490.8847608602935,wave_1
2020-04-11,12.554430567515736,29.234034617092107,292.81502423049267,480.9507869833809,772.4163440644617,976.0348103452025,757.2804428710048,719.9650710981119,1513.1161980115608,wave_1
2020-04-12,11.688114195669375,28.47056154903505,278.9339262036917,449.358677641758,718.4060968456803,904.569218090691,690.3480552342448,668.6051784812045,1492.7499870681386,wave_1
2020-04-13,10.65708245166442,26.751640186995225,259.01931106177256,409.4088628922574,653.7474700299006,818.5634902752114,619.6721836656073,613.5900206151352,1448.077577057396,wave_1
